"STATION","RECORD_TYPE","NUMBER_OF_STATIONS","NUMBER_OF_NETS","LATITUDE","LONGITUDE","SEASON","DAYS_FROM_1ST_OCT","DATE","DATE_ACCURACY","NET_TIME","GMT_OR_LOCAL","DAY_NIGHT","DAY_NIGHT_METHOD","NET_TYPE","MOUTH_AREA_OF_NET_M2","TOP_SAMPLING_DEPTH_M","BOTTOM_SAMPLING_DEPTH_M","VOLUME_FILTERED_M3","N_OR_S_POLAR_FRONT","WATER_DEP_MEAN_WITHIN_10KM","WATER_DEPTH_RANGE_WITHIN_10KM","CLIMATOLOGICAL_TEMPERATURE","SD_OF_SURVEY_MEAN_KRILL","NUMBER_OF_KRILL_UNDER_1M2","STANDARDISED_KRILL_UNDER_1M2","CAVEATS","NUMBER_OF_SALPS_UNDER_1M2","SOURCE","presence","net_depth","date_clean","year","month","dist_talud","pendiente","profundidad","sst_local","ice_extent_mean","ice_extent_min","ice_extent_max","ice_anomaly","SAM_index","SAM_9m_rolling","SAM_12m_rolling","SAM_9m","climatology_chl","lat_round","daylight_hours_mean","prev_year_ice","ice_anomaly_prev","chl_final"
"aml2003feb0304","haul",1,1,-60.75,-54.5,2003,143,"20/02/2003","D","18:00","local","day",2,"Isaac Kidd",3.08,0,171,3561.1,"S",2541.021956,1990,1.41074258,NA,0.096037849,0.292,"",NA,"US data (AMLR)",1,2.23552844690755,2003-02-20,2003,2,27.990189055502,7.30080940657139,-2929.25,2.25499994959682,3.78857142857143,3.626,4.186,0.509408287452912,-0.3569,-0.687844444444444,-0.8873,-0.687844444444444,0.414648342345442,-61,NA,2002,-0.318770283975659,0.414648342345442
"aml2003feb0306","haul",1,1,-61.25,-54.5,2003,143,"20/02/2003","D","13:08","local","day",2,"Isaac Kidd",3.08,0,170,3720.67,"S",540.7031873,827,0.971208015,NA,106.3679277,323.27,"",NA,"US data (AMLR)",1,2.23299611039215,2003-02-20,2003,2,1.40887683537596,4.25750825007173,-546,1.4049999685958,3.78857142857143,3.626,4.186,0.509408287452912,-0.3569,-0.687844444444444,-0.8873,-0.687844444444444,0.414648342345442,-61,NA,2002,-0.318770283975659,0.414648342345442
"aml2003feb0308","haul",1,1,-61.75,-54.5,2003,143,"20/02/2003","D","08:45","local","day",2,"Isaac Kidd",3.08,0,168,4175.25,"S",702.9428008,686,0.701577545,NA,0,0,"",NA,"US data (AMLR)",0,2.22788670461367,2003-02-20,2003,2,10.4550122758703,2.18443112672381,-695.5,1.21999997273088,3.78857142857143,3.626,4.186,0.509408287452912,-0.3569,-0.687844444444444,-0.8873,-0.687844444444444,0.414648342345442,-62,NA,2002,-0.318770283975659,0.414648342345442
"aml2003feb0401","haul",1,1,-60,-55,2003,142,"19/02/2003","D","07:19","local","day",2,"Isaac Kidd",3.08,0,171,3271.88,"S",3515.528487,285,2.171452943,NA,0,0,"",NA,"US data (AMLR)",0,2.23552844690755,2003-02-19,2003,2,102.39758531257,0.164011804353313,-3554,2.90499993506819,3.78857142857143,3.626,4.186,0.509408287452912,-0.3569,-0.687844444444444,-0.8873,-0.687844444444444,0.414648342345442,-60,NA,2002,-0.318770283975659,0.414648342345442
"aml2003feb0402","haul",1,1,-60.25,-55,2003,142,"19/02/2003","D","10:32","local","day",2,"Isaac Kidd",3.08,0,170,3939.95,"S",3356.252465,262,1.929724574,NA,11.34784938,34.08,"",NA,"US data (AMLR)",1,2.23299611039215,2003-02-19,2003,2,74.6847445321804,0.64907772517396,-3347.5,2.77999993786216,3.78857142857143,3.626,4.186,0.509408287452912,-0.3569,-0.687844444444444,-0.8873,-0.687844444444444,0.414648342345442,-60,NA,2002,-0.318770283975659,0.414648342345442
"aml2003feb0403","haul",1,1,-60.5,-55,2003,142,"19/02/2003","D","13:39","local","day",2,"Isaac Kidd",3.08,0,170,3435.66,"S",3393.201581,298,1.658102028,NA,1.583391896,4.755,"",NA,"US data (AMLR)",1,2.23299611039215,2003-02-19,2003,2,47.4081982665199,1.23641075730947,-3400.25,2.3849999466911,3.78857142857143,3.626,4.186,0.509408287452912,-0.3569,-0.687844444444444,-0.8873,-0.687844444444444,0.414648342345442,-60,NA,2002,-0.318770283975659,0.414648342345442
"aml2003feb0404","haul",1,1,-60.75,-55,2003,142,"19/02/2003","D","16:31","local","day",2,"Isaac Kidd",3.08,0,170,3226.31,"S",2925.677866,2117,1.515669674,NA,0.052691847,0.158,"",NA,"US data (AMLR)",1,2.23299611039215,2003-02-19,2003,2,20.9924123923153,6.30245611389775,-3268.25,2.10999995283782,3.78857142857143,3.626,4.186,0.509408287452912,-0.3569,-0.687844444444444,-0.8873,-0.687844444444444,0.414648342345442,-61,NA,2002,-0.318770283975659,0.414648342345442
"aml2003feb0405","haul",1,1,-61,-55,2003,143,"20/02/2003","D","19:16","local","day",2,"Isaac Kidd",3.08,0,170,3899.2,"S",382.9045726,1304,1.421503909,NA,2.659523175,8.083,"",NA,"US data (AMLR)",1,2.23299611039215,2003-02-20,2003,2,0.703986323250131,6.21105661958187,-450,0.879999980330467,3.78857142857143,3.626,4.186,0.509408287452912,-0.3569,-0.687844444444444,-0.8873,-0.687844444444444,0.414648342345442,-61,NA,2002,-0.318770283975659,0.414648342345442
"aml2003feb0406","haul",1,1,-61.25,-55,2003,143,"20/02/2003","D","00:30","local","night",2,"Isaac Kidd",3.08,0,171,3615.54,"S",238.2424893,833,1.078736067,NA,2.175608141,2.933,"",NA,"US data (AMLR)",1,2.23552844690755,2003-02-20,2003,2,6.76306622019501,1.62231181584868,-177.75,1.13999997451901,3.78857142857143,3.626,4.186,0.509408287452912,-0.3569,-0.687844444444444,-0.8873,-0.687844444444444,0.414648342345442,-61,NA,2002,-0.318770283975659,0.414648342345442
"aml2003feb0407","haul",1,1,-61.5,-55,2003,143,"20/02/2003","D","02:50","local","night",2,"Isaac Kidd",3.08,0,171,4586.6,"S",1096.982213,1634,0.794408363,NA,0.820215696,1.106,"",NA,"US data (AMLR)",1,2.23552844690755,2003-02-20,2003,2,7.36724889140883,3.79235265980866,-630.75,1.61999996379018,3.78857142857143,3.626,4.186,0.509408287452912,-0.3569,-0.687844444444444,-0.8873,-0.687844444444444,0.414648342345442,-62,NA,2002,-0.318770283975659,0.414648342345442
"aml2003feb0408","haul",1,1,-61.75,-55,2003,143,"20/02/2003","D","05:40","local","day",2,"Isaac Kidd",3.08,0,172,3963.19,"S",1909.452756,1163,0.598305583,NA,0.043399378,0.132,"",NA,"US data (AMLR)",1,2.2380461031288,2003-02-20,2003,2,30.2784894407722,3.25827816163957,-2037,1.40999996848404,3.78857142857143,3.626,4.186,0.509408287452912,-0.3569,-0.687844444444444,-0.8873,-0.687844444444444,0.414648342345442,-62,NA,2002,-0.318770283975659,0.414648342345442
"aml2003feb0409","haul",1,1,-62,-55,2003,145,"22/02/2003","D","08:27","local","day",2,"Isaac Kidd",3.08,0,169,4072.91,"S",1160.718254,983,0.611995544,NA,2.116178832,6.588,"",NA,"US data (AMLR)",1,2.23044892137827,2003-02-22,2003,2,15.8812663384247,2.16024460645213,-1331.75,1.33999997004867,3.78857142857143,3.626,4.186,0.509408287452912,-0.3569,-0.687844444444444,-0.8873,-0.687844444444444,0.414648342345442,-62,NA,2002,-0.318770283975659,0.414648342345442
"aml2003feb0609","haul",1,1,-62,-56,2003,145,"22/02/2003","D","12:45","local","day",2,"Isaac Kidd",3.08,0,171,4501.62,"S",1815.302187,1159,0.869857252,NA,1.063616531,3.313,"",NA,"US data (AMLR)",1,2.23552844690755,2003-02-22,2003,2,27.592810118422,0.775025457664799,-2163.5,1.22499997261912,3.78857142857143,3.626,4.186,0.509408287452912,-0.3569,-0.687844444444444,-0.8873,-0.687844444444444,0.414648342345442,-62,NA,2002,-0.318770283975659,0.414648342345442
"aml2003feb0611","haul",1,1,-62.4855,-55.989,2003,145,"22/02/2003","D","17:24","local","day",2,"Isaac Kidd",3.08,0,170,3847.83,"S",317.4791252,346,0.220021024,NA,5.964395134,18.574,"",NA,"US data (AMLR)",1,2.23299611039215,2003-02-22,2003,2,8.00544313009284,1.98866330683845,-304.283273999998,-0.00999999977648258,3.78857142857143,3.626,4.186,0.509408287452912,-0.3569,-0.687844444444444,-0.8873,-0.687844444444444,0.414648342345442,-62,NA,2002,-0.318770283975659,0.414648342345442
"aml2003feb0701","haul",1,1,-60,-56.5,2003,140,"17/02/2003","D","09:03","local","day",2,"Isaac Kidd",3.08,0,170,3871.37,"S",3594.679208,411,2.225924675,NA,0.922153887,2.706,"",NA,"US data (AMLR)",1,2.23299611039215,2003-02-17,2003,2,105.722365920817,1.69414695030584,-3626.75,3.73499991651624,3.78857142857143,3.626,4.186,0.509408287452912,-0.3569,-0.687844444444444,-0.8873,-0.687844444444444,0.414648342345442,-60,NA,2002,-0.318770283975659,0.414648342345442
"aml2003feb0702","haul",1,1,-60.25,-56.5,2003,140,"17/02/2003","D","11:59","local","day",2,"Isaac Kidd",3.08,0,171,3717.36,"S",3804.269841,797,2.052127061,NA,0.414003308,1.215,"",NA,"US data (AMLR)",1,2.23552844690755,2003-02-17,2003,2,79.3067265364931,2.16334679482099,-3815.25,3.0999999307096,3.78857142857143,3.626,4.186,0.509408287452912,-0.3569,-0.687844444444444,-0.8873,-0.687844444444444,0.414648342345442,-60,NA,2002,-0.318770283975659,0.414648342345442
"aml2003feb0703","haul",1,1,-60.5,-56.5,2003,140,"17/02/2003","D","14:56","local","day",2,"Isaac Kidd",3.08,0,170,3730.3,"S",3937.291417,324,2.012151003,NA,0,0,"",NA,"US data (AMLR)",0,2.23299611039215,2003-02-17,2003,2,68.818644361312,0.663290111377095,-3865.25,3.13999992981553,3.78857142857143,3.626,4.186,0.509408287452912,-0.3569,-0.687844444444444,-0.8873,-0.687844444444444,0.414648342345442,-60,NA,2002,-0.318770283975659,0.414648342345442
"aml2003feb0704","haul",1,1,-60.75,-56.5,2003,140,"17/02/2003","D","18:02","local","day",2,"Isaac Kidd",3.08,0,170,3469.2,"S",3024.849206,2422,1.600265356,NA,0,0,"",NA,"US data (AMLR)",0,2.23299611039215,2003-02-17,2003,2,49.8731063332176,22.4671822644091,-2828.5,3.21999992802739,3.78857142857143,3.626,4.186,0.509408287452912,-0.3569,-0.687844444444444,-0.8873,-0.687844444444444,0.414648342345442,-61,NA,2002,-0.318770283975659,0.414648342345442
"aml2003feb0705","haul",1,1,-61,-56.5,2003,140,"17/02/2003","D","21:07","local","night",2,"Isaac Kidd",3.08,0,169,3733.98,"S",2109.163386,1522,1.593841791,NA,0,0,"",NA,"US data (AMLR)",0,2.23044892137827,2003-02-17,2003,2,22.157467960465,5.01905064493574,-2159,3.22499992791563,3.78857142857143,3.626,4.186,0.509408287452912,-0.3569,-0.687844444444444,-0.8873,-0.687844444444444,0.414648342345442,-61,NA,2002,-0.318770283975659,0.414648342345442
"aml2003feb0706","haul",1,1,-61.25,-56.5,2003,141,"18/02/2003","D","00:06","local","night",2,"Isaac Kidd",3.08,0,168,3299.85,"S",527.2200393,1107,1.520956651,NA,1.985544075,2.612,"",NA,"US data (AMLR)",1,2.22788670461367,2003-02-18,2003,2,3.56138705620319,0.658220583838761,-383.25,2.01999995484948,3.78857142857143,3.626,4.186,0.509408287452912,-0.3569,-0.687844444444444,-0.8873,-0.687844444444444,0.414648342345442,-61,NA,2002,-0.318770283975659,0.414648342345442
"aml2003feb0707","haul",1,1,-61.5,-56.5,2003,141,"18/02/2003","D","02:41","local","night",2,"Isaac Kidd",3.08,0,170,3871.9,"S",489.8287402,330,1.363191843,NA,15.9379215,20.98,"",NA,"US data (AMLR)",1,2.23299611039215,2003-02-18,2003,2,0.703702239210991,0.918730821472598,-489,1.81499995943159,3.78857142857143,3.626,4.186,0.509408287452912,-0.3569,-0.687844444444444,-0.8873,-0.687844444444444,0.414648342345442,-62,NA,2002,-0.318770283975659,0.414648342345442
"aml2003feb0708","haul",1,1,-61.75,-56.5,2003,141,"18/02/2003","D","05:39","local","day",2,"Isaac Kidd",3.08,0,172,5029.38,"S",555.9663366,368,1.095985532,NA,0.991773135,2.946,"",NA,"US data (AMLR)",1,2.2380461031288,2003-02-18,2003,2,1.67207951928242,0.934294545948893,-527,1.64499996323138,3.78857142857143,3.626,4.186,0.509408287452912,-0.3569,-0.687844444444444,-0.8873,-0.687844444444444,0.414648342345442,-62,NA,2002,-0.318770283975659,0.414648342345442
"aml2003feb0711","haul",1,1,-62.5,-56.5,2003,145,"22/02/2003","D","19:41","local","day",2,"Isaac Kidd",3.08,0,170,3618.25,"S",383.146,684,0.518948078,NA,51.96437613,161.829,"",NA,"US data (AMLR)",1,2.23299611039215,2003-02-22,2003,2,4.40276716320572,0.766211646980296,-350.75,0.789999982342124,3.78857142857143,3.626,4.186,0.509408287452912,-0.3569,-0.687844444444444,-0.8873,-0.687844444444444,0.414648342345442,-62,NA,2002,-0.318770283975659,0.414648342345442
"aml2003feb0802","haul",1,1,-60.25,-57,2003,140,"17/02/2003","D","05:22","local","night",2,"Isaac Kidd",3.08,0,171,3942.74,"S",3991.752475,529,2.069459425,NA,0.130112693,0.169,"",NA,"US data (AMLR)",1,2.23552844690755,2003-02-17,2003,2,110.621950603399,0.148028247548902,-4161.5,3.13999992981553,3.78857142857143,3.626,4.186,0.509408287452912,-0.3569,-0.687844444444444,-0.8873,-0.687844444444444,0.414648342345442,-60,NA,2002,-0.318770283975659,0.414648342345442
"aml2003feb0804","haul",1,1,-60.75,-57,2003,140,"17/02/2003","D","01:00","local","night",2,"Isaac Kidd",3.08,0,170,3878.82,"S",3714.475442,2000,1.99997471,NA,0.306794651,0.399,"",NA,"US data (AMLR)",1,2.23299611039215,2003-02-17,2003,2,57.0873638803771,4.50957830528599,-3689.25,3.05499993171543,3.78857142857143,3.626,4.186,0.509408287452912,-0.3569,-0.687844444444444,-0.8873,-0.687844444444444,0.414648342345442,-61,NA,2002,-0.318770283975659,0.414648342345442
"aml2003feb0806","haul",1,1,-61.25,-57,2003,139,"16/02/2003","D","17:28","local","day",2,"Isaac Kidd",3.08,0,170,4219.02,"S",1611.58517,1128,1.557243586,NA,0.12088113,0.351,"",NA,"US data (AMLR)",1,2.23299611039215,2003-02-16,2003,2,15.9486787152024,3.84097106537827,-1675.75,2.62999994121492,3.78857142857143,3.626,4.186,0.509408287452912,-0.3569,-0.687844444444444,-0.8873,-0.687844444444444,0.414648342345442,-61,NA,2002,-0.318770283975659,0.414648342345442
"aml2003feb0808","haul",1,1,-61.75,-57,2003,146,"23/02/2003","D","03:26","local","night",2,"Isaac Kidd",3.08,0,170,3738.12,"S",409.1787819,154,1.095985532,NA,16.91760942,23.658,"",NA,"US data (AMLR)",1,2.23299611039215,2003-02-23,2003,2,10.4370023170897,0.358862471372055,-403.5,1.62999996356666,3.78857142857143,3.626,4.186,0.509408287452912,-0.3569,-0.687844444444444,-0.8873,-0.687844444444444,0.414648342345442,-62,NA,2002,-0.318770283975659,0.414648342345442
"aml2003feb0810","haul",1,1,-62.25,-57,2003,145,"22/02/2003","D","23:20","local","night",2,"Isaac Kidd",3.08,0,170,3510.19,"S",1518.94664,497,0.255643192,NA,134.8789078,186.272,"",NA,"US data (AMLR)",1,2.23299611039215,2003-02-22,2003,2,15.5798458195163,3.58851358370128,-1573,2.07499995362014,3.78857142857143,3.626,4.186,0.509408287452912,-0.3569,-0.687844444444444,-0.8873,-0.687844444444444,0.414648342345442,-62,NA,2002,-0.318770283975659,0.414648342345442
"aml2003feb0812","haul",1,1,-62.75,-57,2003,146,"23/02/2003","D","20:04","local","day",2,"Isaac Kidd",3.08,0,171,3719.62,"S",266.0256917,407,0.049608424,NA,161.0875268,508.135,"",NA,"US data (AMLR)",1,2.23552844690755,2003-02-23,2003,2,7.6453853107531,0.429414697767129,-174.75,0,3.78857142857143,3.626,4.186,0.509408287452912,-0.3569,-0.687844444444444,-0.8873,-0.687844444444444,0.414648342345442,-63,NA,2002,-0.318770283975659,0.414648342345442
"aml2003feb0901","haul",1,1,-60,-57.5,2003,137,"14/02/2003","D","23:19","local","night",2,"Isaac Kidd",3.08,0,170,4045.31,"S",3860.162698,611,2.505723715,NA,6.387645858,8.04,"",NA,"US data (AMLR)",1,2.23299611039215,2003-02-14,2003,2,162.397343273304,1.39733986075461,-3833.25,3.5599999204278,3.78857142857143,3.626,4.186,0.509408287452912,-0.3569,-0.687844444444444,-0.8873,-0.687844444444444,0.414648342345442,-60,NA,2002,-0.318770283975659,0.414648342345442
"aml2003feb0902","haul",1,1,-60.25,-57.5,2003,138,"15/02/2003","D","02:22","local","night",2,"Isaac Kidd",3.08,0,170,3773.99,"S",2768.634195,2914,2.466513304,NA,23.01809609,29.291,"",NA,"US data (AMLR)",1,2.23299611039215,2003-02-15,2003,2,134.691292262914,29.0850157366827,-2283.75,3.26499992702156,3.78857142857143,3.626,4.186,0.509408287452912,-0.3569,-0.687844444444444,-0.8873,-0.687844444444444,0.414648342345442,-60,NA,2002,-0.318770283975659,0.414648342345442
"aml2003feb0903","haul",1,1,-60.5,-57.5,2003,138,"15/02/2003","D","05:45","local","day",2,"Isaac Kidd",3.08,0,170,4826.41,"S",3712.440711,643,2.209028365,NA,0.035222859,0.101,"",NA,"US data (AMLR)",1,2.23299611039215,2003-02-15,2003,2,107.033305268029,3.72314794231121,-3697.25,3.16999992914498,3.78857142857143,3.626,4.186,0.509408287452912,-0.3569,-0.687844444444444,-0.8873,-0.687844444444444,0.414648342345442,-60,NA,2002,-0.318770283975659,0.414648342345442
"aml2003feb0904","haul",1,1,-60.75,-57.5,2003,138,"15/02/2003","D","09:02","local","day",2,"Isaac Kidd",3.08,0,170,3940.93,"S",4677.454365,1013,2.072345257,NA,4.054879212,11.636,"",NA,"US data (AMLR)",1,2.23299611039215,2003-02-15,2003,2,79.4735791177453,5.83407755767123,-4611.5,3.16499992925674,3.78857142857143,3.626,4.186,0.509408287452912,-0.3569,-0.687844444444444,-0.8873,-0.687844444444444,0.414648342345442,-61,NA,2002,-0.318770283975659,0.414648342345442
"aml2003feb0905","haul",1,1,-61,-57.5,2003,138,"15/02/2003","D","12:08","local","day",2,"Isaac Kidd",3.08,0,170,3747.67,"S",3732.081836,1721,1.777812954,NA,0.362892415,1.041,"",NA,"US data (AMLR)",1,2.23299611039215,2003-02-15,2003,2,55.2947310299492,3.32192076429958,-4065.5,3.07999993115664,3.78857142857143,3.626,4.186,0.509408287452912,-0.3569,-0.687844444444444,-0.8873,-0.687844444444444,0.414648342345442,-61,NA,2002,-0.318770283975659,0.414648342345442
"aml2003feb0906","haul",1,1,-61.25,-57.5,2003,138,"15/02/2003","D","15:28","local","day",2,"Isaac Kidd",3.08,0,170,3461.98,"S",2619.928713,842,1.557243586,NA,1.031201083,2.959,"",NA,"US data (AMLR)",1,2.23299611039215,2003-02-15,2003,2,28.7571834039233,2.28151654379174,-2648.75,2.12499995250255,3.78857142857143,3.626,4.186,0.509408287452912,-0.3569,-0.687844444444444,-0.8873,-0.687844444444444,0.414648342345442,-61,NA,2002,-0.318770283975659,0.414648342345442
"aml2003feb0907","haul",1,1,-61.5,-57.5,2003,138,"15/02/2003","D","18:48","local","day",2,"Isaac Kidd",3.08,0,169,3387.76,"S",633.8083832,1169,1.582187117,NA,10.77526153,30.91,"",NA,"US data (AMLR)",1,2.23044892137827,2003-02-15,2003,2,2.65298444392624,3.73016005791251,-632.25,2.06499995384365,3.78857142857143,3.626,4.186,0.509408287452912,-0.3569,-0.687844444444444,-0.8873,-0.687844444444444,0.414648342345442,-62,NA,2002,-0.318770283975659,0.414648342345442
"aml2003feb0908","haul",1,1,-61.75,-57.5,2003,146,"23/02/2003","D","06:23","local","day",2,"Isaac Kidd",3.08,0,171,4066.59,"S",335.6858847,181,0.880946482,NA,0.084099938,0.265,"",NA,"US data (AMLR)",1,2.23552844690755,2003-02-23,2003,2,26.2605390153604,0.134077777731909,-349.25,1.79999995976686,3.78857142857143,3.626,4.186,0.509408287452912,-0.3569,-0.687844444444444,-0.8873,-0.687844444444444,0.414648342345442,-62,NA,2002,-0.318770283975659,0.414648342345442
"aml2003feb0909","haul",1,1,-62.03,-57.5,2003,146,"23/02/2003","D","09:50","local","day",2,"Isaac Kidd",3.08,0,170,3673.97,"S",267.7619048,1588,0.876900733,NA,0.092542914,0.292,"",NA,"US data (AMLR)",1,2.23299611039215,2003-02-23,2003,2,11.1123616195111,1.76647871252782,-376.260000000008,1.64499996323138,3.78857142857143,3.626,4.186,0.509408287452912,-0.3569,-0.687844444444444,-0.8873,-0.687844444444444,0.414648342345442,-62,NA,2002,-0.318770283975659,0.414648342345442
"aml2003feb0911","haul",1,1,-62.5,-57.5,2003,146,"23/02/2003","D","17:08","local","day",2,"Isaac Kidd",3.08,0,170,3930.63,"S",1432.65873,606,0.670772855,NA,18.33803284,57.828,"",NA,"US data (AMLR)",1,2.23299611039215,2003-02-23,2003,2,22.9896247425371,1.86515692804035,-1437.25,2.03499995451421,3.78857142857143,3.626,4.186,0.509408287452912,-0.3569,-0.687844444444444,-0.8873,-0.687844444444444,0.414648342345442,-62,NA,2002,-0.318770283975659,0.414648342345442
